0,Sink,Input,0
Instance,Element,Variable,Value
0,Sink,Input,0
Instance,Element,Variable,Value
0,Sink,Input,2
0,Sink,Input,2
Instance,Element,Variable,Value
0,Sink,Input,2
Instance,Element,Variable,Value
Instance,Element,Variable,Value
